user_id,country,device,acquisition_channel,sessions_last_30_days,avg_session_length_min,social_interactions_last_30_days,multiplayer_sessions_last_30_days
U02214,US,Web,Referral,17,16.0,9,19
U02215,CA,iOS,Organic,22,45.3,4,10
U02216,US,Web,Paid Search,6,5.9,1,2
U02217,US,iOS,Organic,16,11.0,14,7
U02218,UK,Android,Organic,7,6.3,1,0
U02219,IN,Web,Paid Social,10,22.3,14,10
U02220,IN,Web,Paid Social,3,14.1,0,0
U02221,IN,iOS,Referral,20,32.1,1,4
U02222,IN,Android,Paid Social,5,10.4,1,0
U02223,US,Android,Referral,9,12.8,0,0
U02224,IN,Web,Organic,8,11.8,1,0
U02225,US,Android,Paid Social,9,8.8,0,0
U02226,CA,Android,Paid Social,7,9.0,1,3
U02227,AU,iOS,Organic,8,15.2,1,1
U02228,AU,Android,Paid Social,23,33.1,2,4
U02229,CA,Android,Paid Search,5,11.9,1,0
U02230,US,Android,Paid Social,3,12.2,0,1
U02231,IN,Android,Paid Search,18,30.2,3,7
U02232,UK,iOS,Referral,5,14.7,1,0
U02233,US,iOS,Paid Social,17,11.1,13,18
U02234,US,Android,Paid Social,15,16.4,16,12
U02235,CA,iOS,Paid Search,21,46.4,0,6
U02236,CA,Web,Organic,26,30.5,2,6
U02237,UK,iOS,Referral,25,15.0,12,8
U02238,IN,iOS,Referral,8,11.7,2,2
U02239,AU,iOS,Paid Search,3,15.3,1,0
U02240,IN,Web,Organic,7,6.5,3,1
U02241,IN,Web,Paid Social,26,42.8,4,4
U02242,US,Web,Organic,3,16.4,0,1
U02243,UK,iOS,Organic,17,40.8,0,4
U02244,US,Web,Paid Search,10,14.0,10,8
U02245,CA,Web,Organic,10,23.2,12,17
U02246,AU,iOS,Organic,6,11.0,0,0
U02247,UK,Android,Paid Search,7,12.1,1,4
U02248,UK,iOS,Organic,12,18.5,19,8
U02249,IN,iOS,Organic,20,45.7,1,5
U02250,US,iOS,Referral,9,20.1,4,3
U02251,IN,Android,Paid Search,8,10.9,0,2
U02252,IN,iOS,Paid Search,7,17.2,10,10
U02253,UK,iOS,Paid Search,22,36.5,1,9
U02254,AU,Android,Organic,16,17.7,7,11
U02255,CA,iOS,Referral,13,31.9,11,8
U02256,IN,iOS,Referral,20,28.1,1,7
U02257,AU,iOS,Paid Social,1,5.6,1,0
U02258,IN,Android,Paid Search,7,15.6,2,1
U02259,AU,iOS,Referral,6,6.4,2,1
U02260,US,Android,Referral,8,9.4,0,3
U02261,CA,Android,Referral,19,23.4,2,8
U02262,UK,Web,Paid Search,19,26.9,3,8
U02263,US,iOS,Organic,16,15.0,16,14
U02264,IN,iOS,Paid Social,6,11.0,0,2
U02265,IN,Web,Paid Social,19,30.0,5,7
U02266,CA,Web,Organic,14,40.5,2,4
U02267,CA,iOS,Paid Search,16,40.7,3,7
U02268,CA,iOS,Referral,26,41.0,0,5
U02269,IN,Web,Organic,3,8.3,0,2
U02270,IN,iOS,Paid Social,9,18.8,0,1
U02271,UK,iOS,Paid Search,6,8.7,2,1
U02272,CA,iOS,Referral,9,10.4,0,0
U02273,AU,Web,Paid Social,8,9.9,0,0
U02274,UK,Web,Paid Social,24,39.2,1,3
U02275,AU,Android,Paid Social,9,19.6,14,10
U02276,US,Android,Referral,19,27.0,1,5
U02277,CA,iOS,Paid Social,17,22.9,5,8
U02278,UK,iOS,Paid Search,6,14.3,1,0
U02279,UK,Android,Paid Search,21,35.8,4,3
U02280,US,Android,Referral,13,10.3,0,2
U02281,US,Android,Paid Search,7,12.7,2,0
U02282,US,iOS,Organic,8,9.7,0,1
U02283,UK,iOS,Paid Search,8,8.6,1,2
U02284,IN,Android,Paid Social,3,13.2,2,0
U02285,AU,Web,Paid Social,3,12.6,1,0
U02286,AU,Android,Paid Search,4,8.7,1,4
U02287,US,Web,Paid Search,10,15.2,13,9
U02288,IN,Web,Referral,8,7.7,0,3
U02289,IN,iOS,Referral,6,12.8,3,2
U02290,US,Web,Organic,6,9.7,2,2
U02291,CA,Web,Paid Search,23,49.5,2,1
U02292,UK,Android,Organic,6,10.4,1,0
U02293,CA,Android,Paid Search,7,10.2,1,3
U02294,IN,Web,Organic,2,3.6,1,2
U02295,US,Android,Paid Search,5,10.3,1,2
U02296,UK,Android,Paid Search,3,4.1,1,0
U02297,AU,Android,Paid Search,6,14.1,0,1
U02298,IN,Android,Organic,4,13.2,1,1
U02299,UK,Web,Paid Social,7,15.9,1,0
U02300,UK,Web,Referral,7,15.8,2,1
U02301,CA,Web,Referral,18,22.2,9,12
U02302,AU,Web,Organic,26,38.2,3,3
U02303,CA,Web,Paid Search,4,13.9,1,0
U02304,CA,iOS,Paid Social,2,6.8,0,1
U02305,CA,Android,Organic,12,8.9,14,11
U02306,CA,iOS,Organic,8,15.5,3,1
U02307,IN,Web,Referral,6,10.5,4,1
U02308,AU,Android,Referral,29,46.2,4,12
U02309,CA,Web,Paid Social,5,11.6,1,0
U02310,IN,iOS,Paid Search,7,12.0,0,0
U02311,IN,Web,Paid Social,6,17.4,3,0
U02312,UK,Android,Referral,11,26.9,8,13
U02313,UK,Web,Paid Search,6,16.4,1,0
U02314,US,Web,Paid Social,18,44.2,1,12
U02315,IN,Android,Organic,15,21.2,6,7
U02316,US,iOS,Organic,5,9.3,0,4
U02317,IN,iOS,Organic,10,14.2,1,2
U02318,CA,Android,Paid Search,4,16.8,0,0
U02319,CA,Android,Paid Search,6,3.4,2,2
U02320,US,iOS,Referral,7,15.8,0,3
U02321,CA,Android,Paid Social,20,20.9,22,9
U02322,CA,iOS,Paid Search,19,24.0,1,6
U02323,UK,Web,Paid Search,27,36.6,5,8
U02324,CA,iOS,Paid Social,8,15.5,3,3
U02325,UK,Android,Referral,20,16.2,13,5
U02326,AU,Web,Paid Search,11,21.7,13,8
U02327,IN,Android,Paid Social,16,20.9,14,9
U02328,UK,iOS,Paid Search,7,3.0,1,1
U02329,UK,Web,Paid Search,16,39.5,4,8
U02330,UK,iOS,Referral,5,16.5,1,0
U02331,IN,Web,Organic,5,8.7,0,0
U02332,IN,Android,Paid Search,7,13.7,0,0
U02333,IN,iOS,Referral,14,47.3,0,5
U02334,CA,Web,Paid Social,16,20.4,1,4
U02335,UK,Web,Paid Social,3,16.4,2,1
U02336,IN,Web,Organic,4,16.7,2,3
U02337,AU,iOS,Paid Social,8,16.4,2,0
U02338,IN,Android,Organic,3,12.5,0,3
U02339,US,Android,Paid Search,8,17.2,0,0
U02340,US,Web,Organic,3,15.0,2,0
U02341,UK,Android,Paid Search,23,42.8,1,7
U02342,UK,iOS,Paid Social,4,14.5,0,0
U02343,UK,Android,Organic,10,12.3,0,1
U02344,CA,Android,Referral,7,15.5,0,0
U02345,US,iOS,Paid Social,14,25.4,15,6
U02346,US,iOS,Paid Social,23,40.4,2,6
U02347,UK,Android,Paid Social,22,25.7,2,8
U02348,US,Android,Paid Social,1,12.5,1,2
U02349,US,Android,Paid Social,27,34.7,0,3
U02350,CA,Web,Referral,6,6.9,1,2
U02351,AU,iOS,Referral,17,23.7,2,4
U02352,UK,Web,Referral,14,13.8,18,8
U02353,AU,Web,Organic,24,30.5,2,9
U02354,AU,Web,Paid Social,11,22.7,12,6
U02355,CA,Web,Organic,22,18.5,2,6
U02356,US,Android,Organic,5,11.1,1,1
U02357,UK,iOS,Organic,16,16.3,17,8
U02358,IN,Android,Paid Social,5,13.6,2,1
U02359,AU,iOS,Paid Social,8,13.1,1,1
U02360,AU,Web,Organic,3,9.2,0,2
U02361,CA,iOS,Paid Social,9,11.8,2,1
U02362,AU,iOS,Organic,5,14.5,5,1
U02363,AU,iOS,Paid Social,5,13.8,1,1
U02364,AU,iOS,Paid Social,3,13.3,1,0
U02365,CA,Android,Organic,22,17.6,5,4
U02366,US,Web,Referral,8,10.5,1,0
U02367,AU,Android,Paid Social,2,18.8,3,2
U02368,UK,Web,Organic,21,28.3,0,3
U02369,AU,Android,Organic,8,12.0,0,2
U02370,AU,Android,Paid Social,33,46.4,1,3
U02371,UK,Android,Paid Social,21,25.0,2,6
U02372,CA,iOS,Organic,18,23.6,6,5
U02373,IN,iOS,Organic,21,22.3,1,5
U02374,UK,iOS,Organic,5,7.2,2,1
U02375,IN,iOS,Paid Search,23,39.9,4,7
U02376,US,Android,Paid Social,7,11.5,0,1
U02377,US,Android,Paid Search,9,16.1,1,1
U02378,AU,Web,Organic,32,44.1,0,6
U02379,AU,iOS,Paid Search,6,4.6,0,0
U02380,CA,iOS,Referral,21,37.9,3,8
U02381,IN,iOS,Organic,8,16.8,12,8
U02382,US,iOS,Referral,12,23.0,15,13
U02383,US,iOS,Paid Search,14,16.8,14,10
U02384,AU,iOS,Referral,8,8.9,0,0
U02385,AU,Android,Paid Search,8,15.1,0,2
U02386,CA,iOS,Paid Social,21,33.4,2,7
U02387,AU,iOS,Paid Social,4,12.1,0,3
U02388,AU,Android,Paid Search,19,30.3,1,8
U02389,CA,Web,Organic,25,42.0,1,7
U02390,AU,Android,Paid Social,21,36.1,1,3
U02391,AU,iOS,Paid Search,6,8.5,2,3
U02392,AU,Android,Organic,5,14.8,1,1
U02393,IN,iOS,Paid Social,6,13.5,0,3
U02394,US,Android,Paid Search,8,15.6,1,0
U02395,UK,Web,Organic,14,26.3,15,13
U02396,US,iOS,Organic,11,13.2,0,0
U02397,IN,Android,Paid Search,1,14.7,1,3
U02398,UK,Android,Referral,2,9.5,2,3
U02399,US,Android,Referral,15,39.2,3,4
U02400,CA,iOS,Referral,26,34.2,3,8
U02401,IN,Android,Referral,3,11.3,1,0
U02402,CA,iOS,Organic,5,6.5,0,2
U02403,CA,iOS,Referral,8,4.9,2,1
U02404,US,Web,Paid Search,7,7.8,0,2
U02405,UK,Web,Organic,9,33.0,2,7
U02406,AU,Android,Referral,21,34.1,2,3
U02407,AU,iOS,Paid Search,4,10.3,1,2
U02408,IN,Android,Paid Social,5,12.2,1,3
U02409,CA,iOS,Organic,25,20.4,14,11
U02410,IN,iOS,Paid Search,7,6.0,0,0
U02411,US,Android,Referral,14,44.6,2,8
U02412,CA,iOS,Paid Search,5,10.8,1,0
U02413,AU,Android,Organic,9,15.5,1,2
U02414,US,iOS,Paid Social,5,8.8,0,1
U02415,US,Android,Referral,6,11.2,0,2
U02416,IN,Android,Paid Search,14,19.1,20,12
U02417,IN,Web,Paid Social,5,14.3,0,0
U02418,UK,Web,Organic,5,15.1,0,2
U02419,AU,iOS,Referral,6,14.5,0,0
U02420,AU,Android,Paid Social,4,20.0,0,0
U02421,IN,Android,Organic,10,9.9,0,0
U02422,AU,Android,Referral,12,9.5,0,0
U02423,AU,Android,Paid Search,21,43.7,2,8
U02424,US,Android,Paid Social,11,8.2,1,0
U02425,CA,iOS,Organic,6,18.1,0,1
U02426,CA,Web,Paid Search,22,23.4,6,7
U02427,UK,Android,Referral,9,12.4,1,1
U02428,CA,Android,Paid Social,16,10.3,14,23
U02429,AU,Android,Organic,8,11.6,1,0
U02430,US,iOS,Paid Social,15,11.0,13,9
U02431,CA,Web,Paid Search,36,48.7,3,11
U02432,AU,Web,Paid Search,11,22.2,20,8
U02433,AU,Android,Organic,13,19.2,9,8
U02434,IN,iOS,Paid Social,5,12.8,3,1
U02435,IN,Web,Paid Social,8,28.1,14,7
U02436,CA,Web,Paid Search,5,11.6,0,1
U02437,IN,iOS,Paid Social,3,12.8,1,0
U02438,AU,Web,Paid Social,6,18.2,0,1
U02439,AU,iOS,Paid Social,1,10.5,1,0
U02440,IN,Web,Organic,4,12.7,1,2
U02441,US,iOS,Paid Search,26,16.7,0,6
U02442,IN,Android,Referral,7,6.6,0,3
U02443,US,Web,Organic,17,20.4,2,5
U02444,IN,Web,Paid Search,13,20.6,14,5
U02445,AU,Web,Organic,3,13.6,1,0
U02446,AU,iOS,Referral,6,14.2,1,0
U02447,IN,Web,Organic,7,12.8,2,2
U02448,UK,Web,Organic,6,11.4,1,1
U02449,US,iOS,Referral,5,11.0,1,2
U02450,UK,Web,Paid Social,5,14.0,1,0
U02451,AU,Web,Paid Search,6,17.8,1,0
U02452,US,iOS,Referral,9,26.5,9,10
U02453,IN,iOS,Organic,23,21.9,0,8
U02454,US,iOS,Paid Social,5,10.7,1,2
U02455,US,Web,Organic,25,28.8,2,9
U02456,CA,Android,Paid Social,7,9.4,2,0
U02457,US,iOS,Organic,5,8.9,1,1
U02458,AU,Web,Paid Search,22,33.4,2,3
U02459,UK,Android,Paid Search,9,6.5,2,1
U02460,UK,Android,Organic,10,11.3,2,1
U02461,IN,iOS,Referral,16,24.0,14,10
U02462,CA,iOS,Organic,16,26.0,13,11
U02463,UK,iOS,Organic,19,37.2,4,4
U02464,UK,iOS,Referral,17,40.8,2,6
U02465,US,iOS,Referral,24,34.6,2,8
U02466,AU,Web,Organic,4,7.5,0,0
U02467,AU,Web,Paid Social,7,9.0,0,4
U02468,IN,iOS,Paid Search,6,8.9,1,1
U02469,AU,Web,Paid Social,5,15.3,0,0
U02470,UK,iOS,Referral,4,13.3,3,1
U02471,US,iOS,Paid Search,6,7.6,1,0
U02472,AU,Android,Organic,16,11.9,14,12
U02473,CA,iOS,Paid Search,14,13.9,8,9
U02474,CA,Android,Organic,27,34.0,1,7
U02475,CA,Web,Organic,12,15.4,2,1
U02476,AU,iOS,Referral,21,24.2,13,13
U02477,US,Android,Paid Social,7,14.8,3,0
U02478,AU,Android,Referral,18,36.3,2,5
U02479,UK,Web,Referral,8,8.6,0,1
U02480,AU,Android,Paid Search,22,53.3,2,7
U02481,CA,iOS,Paid Social,8,7.1,0,2
U02482,CA,iOS,Paid Social,12,23.5,14,16
U02483,US,Android,Paid Social,12,17.7,18,12
U02484,IN,iOS,Paid Social,8,11.7,2,0
U02485,CA,iOS,Paid Search,6,17.5,0,1
U02486,CA,Android,Paid Search,10,29.4,11,9
U02487,IN,Web,Referral,5,21.1,1,2
U02488,AU,Web,Referral,6,23.6,10,8
U02489,CA,iOS,Paid Social,16,38.3,2,5
U02490,US,Android,Referral,5,12.3,3,1
U02491,AU,iOS,Paid Search,7,6.4,2,3
U02492,AU,iOS,Referral,3,9.8,0,1
U02493,CA,Android,Organic,21,31.6,3,8
U02494,AU,Web,Referral,3,10.3,2,0
U02495,AU,iOS,Paid Search,3,8.9,0,1
U02496,US,Web,Paid Social,7,8.4,1,1
U02497,AU,iOS,Organic,33,35.8,1,8
U02498,CA,Android,Organic,12,14.9,10,7
U02499,CA,Android,Organic,11,30.7,10,9
U02500,IN,Web,Referral,6,12.3,0,1
U02501,UK,iOS,Referral,18,16.7,10,18
U02502,IN,Android,Organic,26,32.1,1,8
U02503,US,iOS,Organic,30,26.8,3,2
U02504,US,iOS,Paid Social,16,27.6,16,15
U02505,CA,Web,Paid Social,6,13.6,0,0
U02506,UK,iOS,Organic,8,14.9,1,0
U02507,IN,iOS,Paid Social,19,24.0,12,12
U02508,UK,Web,Paid Search,6,12.8,0,0
U02509,CA,Android,Referral,19,33.1,14,13
U02510,AU,iOS,Paid Social,22,30.7,12,10
U02511,CA,iOS,Paid Search,4,8.6,1,2
U02512,CA,Android,Referral,7,30.1,13,12
U02513,UK,Web,Paid Social,4,14.4,0,0
U02514,US,Android,Referral,6,14.9,0,2
U02515,AU,iOS,Paid Search,15,44.7,1,4
U02516,AU,iOS,Paid Search,19,26.0,10,9
U02517,US,Web,Referral,8,10.8,2,1
U02518,UK,Web,Organic,9,9.3,3,1
U02519,UK,Android,Paid Social,21,25.0,3,8
U02520,US,Web,Organic,15,35.6,2,4
U02521,IN,Android,Paid Search,21,42.7,1,3
U02522,UK,Android,Referral,4,10.1,0,0
U02523,US,iOS,Paid Social,5,9.2,2,1
U02524,IN,Android,Paid Social,9,10.4,0,0
U02525,CA,Android,Organic,13,21.8,17,12
U02526,AU,Web,Paid Social,11,8.5,0,1
U02527,US,Web,Paid Social,5,13.7,1,1
U02528,UK,iOS,Paid Social,17,6.4,10,8
U02529,AU,iOS,Paid Search,10,12.9,1,1
U02530,IN,iOS,Organic,17,25.7,14,6
U02531,AU,Android,Paid Search,19,31.6,2,5
U02532,US,Web,Referral,10,21.1,13,6
U02533,CA,Android,Referral,9,20.7,1,0
U02534,IN,iOS,Organic,6,10.8,0,0
U02535,IN,Web,Referral,23,39.3,3,5
U02536,IN,Android,Paid Search,16,17.4,12,11
U02537,AU,Web,Paid Search,18,32.7,3,9
U02538,CA,Android,Paid Search,6,7.4,3,0
U02539,US,iOS,Paid Search,15,42.4,1,10
U02540,US,Android,Organic,26,43.1,1,6
U02541,AU,Android,Paid Social,25,34.7,2,6
U02542,US,iOS,Referral,35,15.7,2,4
U02543,US,iOS,Organic,15,22.2,10,8
U02544,CA,Android,Paid Social,18,36.4,4,6
U02545,AU,Android,Organic,6,9.2,0,0
U02546,AU,Android,Referral,6,8.6,1,2
U02547,IN,iOS,Organic,4,10.4,1,1
U02548,US,iOS,Referral,5,12.1,1,1
U02549,UK,iOS,Organic,8,14.3,2,1
U02550,CA,Web,Organic,5,3.5,1,0
U02551,CA,Web,Paid Search,2,12.7,1,0
U02552,UK,iOS,Organic,5,8.5,4,1
U02553,IN,Web,Organic,9,11.2,14,11
U02554,UK,Web,Paid Social,17,13.8,12,13
U02555,UK,Android,Paid Search,5,14.7,0,1
U02556,IN,Android,Referral,15,22.0,9,11
U02557,UK,Android,Paid Search,5,14.3,1,3
U02558,IN,Web,Organic,7,14.0,3,0
U02559,US,Web,Referral,8,17.2,1,3
U02560,IN,Android,Organic,5,16.6,1,1
U02561,AU,Android,Paid Search,21,15.5,2,7
U02562,AU,iOS,Paid Search,21,37.3,2,7
U02563,UK,Web,Organic,4,8.5,0,1
U02564,AU,Android,Organic,8,7.7,2,2
U02565,IN,Android,Organic,8,12.6,1,2
U02566,US,Android,Paid Social,8,8.6,0,3
U02567,IN,Web,Paid Search,2,8.7,0,1
U02568,CA,Android,Paid Social,8,6.1,0,3
U02569,UK,Android,Paid Search,23,22.3,15,13
U02570,US,Android,Paid Search,8,17.3,18,13
U02571,UK,Android,Referral,8,24.6,2,1
U02572,CA,Android,Referral,16,18.4,10,10
U02573,AU,iOS,Paid Search,10,13.9,0,3
U02574,CA,Android,Referral,8,13.6,0,1
U02575,AU,iOS,Paid Search,7,19.8,1,2
U02576,UK,Web,Paid Search,21,24.7,0,3
U02577,UK,Web,Organic,15,28.4,8,10
U02578,UK,Web,Referral,23,23.1,4,4
U02579,IN,Web,Paid Social,5,19.7,0,0
U02580,US,Web,Paid Social,23,33.3,3,8
U02581,IN,Android,Referral,5,15.1,1,1
U02582,CA,Android,Paid Search,16,10.3,9,9
U02583,US,Web,Paid Social,9,7.7,1,1
U02584,UK,Android,Referral,6,10.9,0,1
U02585,UK,iOS,Paid Social,20,31.2,1,7
U02586,UK,iOS,Organic,18,23.4,1,5
U02587,AU,Android,Paid Search,3,5.6,1,0
U02588,CA,Web,Organic,24,35.6,0,5
U02589,IN,Web,Paid Social,6,16.1,0,2
U02590,CA,iOS,Paid Search,28,39.9,3,5
U02591,AU,Android,Paid Search,16,15.1,13,11
U02592,AU,iOS,Paid Search,14,19.1,7,10
U02593,CA,Android,Referral,25,44.7,4,8
U02594,AU,Web,Referral,7,10.2,0,1
U02595,US,iOS,Paid Search,1,19.0,2,0
U02596,UK,Android,Paid Search,15,49.5,0,7
U02597,IN,Web,Paid Search,3,7.5,0,0
U02598,AU,Android,Organic,6,13.0,0,0
U02599,IN,Web,Organic,6,8.2,1,1
U02600,UK,Android,Paid Social,5,7.7,0,1
U02601,CA,iOS,Paid Search,23,39.2,2,4
U02602,UK,Android,Paid Search,6,11.0,1,1
U02603,IN,iOS,Organic,23,39.7,3,5
U02604,US,iOS,Paid Social,5,15.6,2,3
U02605,CA,iOS,Paid Social,7,10.6,0,1
U02606,AU,Web,Paid Search,7,12.5,1,1
U02607,US,iOS,Referral,7,15.4,3,2
U02608,UK,iOS,Paid Social,9,5.4,0,2
U02609,IN,iOS,Paid Social,29,49.0,1,4
U02610,IN,Web,Paid Search,8,17.6,3,0
U02611,IN,Android,Paid Search,12,17.4,11,11
U02612,UK,Web,Paid Search,8,8.5,4,0
U02613,CA,Web,Organic,6,10.8,0,0
U02614,AU,Android,Paid Search,17,26.4,5,7
U02615,US,Android,Referral,10,3.0,2,1
U02616,UK,iOS,Referral,6,7.3,0,4
U02617,IN,iOS,Paid Social,7,9.3,1,0
U02618,AU,Android,Organic,5,15.4,3,0
U02619,IN,Android,Paid Social,12,18.0,10,6
U02620,UK,Web,Organic,1,7.8,2,0
U02621,IN,Web,Paid Search,20,23.1,2,3
U02622,UK,Web,Paid Social,12,20.1,8,11
U02623,IN,Android,Referral,3,7.3,0,1
U02624,UK,iOS,Organic,18,26.0,12,9
U02625,IN,Web,Paid Social,6,19.6,0,1
U02626,AU,Web,Referral,15,19.4,13,9
U02627,AU,Android,Referral,8,9.8,2,2
U02628,IN,Web,Paid Search,27,37.0,1,1
U02629,IN,Android,Organic,3,10.2,1,1
U02630,UK,iOS,Paid Social,6,6.5,1,0
U02631,UK,Web,Referral,18,34.9,2,1
U02632,UK,Web,Organic,18,29.5,1,9
U02633,CA,Web,Paid Search,9,9.1,1,0
U02634,IN,Android,Organic,11,8.8,4,1
U02635,IN,Android,Organic,21,46.6,2,6
U02636,IN,iOS,Paid Social,23,39.0,3,4
U02637,IN,Android,Organic,16,16.5,7,12
U02638,UK,Web,Paid Search,23,33.6,1,4
U02639,UK,Web,Referral,14,14.9,16,10
U02640,CA,Android,Paid Social,24,50.0,3,8
U02641,UK,iOS,Referral,10,16.0,1,3
U02642,IN,Android,Organic,5,7.2,1,1
U02643,IN,Android,Paid Search,15,43.2,1,16
U02644,US,Web,Referral,18,27.9,1,5
U02645,UK,Web,Paid Search,6,10.2,1,1
U02646,US,Web,Organic,8,12.4,1,0
U02647,IN,Android,Organic,15,31.4,7,3
U02648,UK,Android,Referral,7,15.4,0,1
U02649,IN,iOS,Paid Social,8,11.2,3,0
U02650,US,Web,Paid Search,5,8.7,2,0
U02651,US,iOS,Paid Search,9,9.5,0,1
U02652,AU,Web,Paid Search,9,4.9,1,2
U02653,AU,iOS,Organic,4,5.7,3,1
U02654,UK,Web,Organic,4,7.6,0,1
U02655,UK,Android,Referral,22,39.4,2,9
U02656,UK,Web,Referral,4,19.8,0,1
U02657,UK,iOS,Organic,16,20.8,15,8
U02658,UK,iOS,Paid Social,18,19.4,13,10
U02659,UK,Web,Paid Search,11,9.3,0,0
U02660,UK,Android,Paid Search,23,27.7,2,6
U02661,US,Web,Organic,6,9.5,2,3
U02662,US,Android,Paid Social,15,17.2,7,10
U02663,US,Web,Paid Social,4,12.2,3,2
U02664,IN,Android,Paid Social,20,8.2,4,3
U02665,CA,Web,Paid Social,26,23.5,3,5
U02666,IN,Web,Paid Social,2,13.7,2,0
U02667,UK,Android,Referral,6,17.1,1,0
U02668,CA,Android,Organic,23,52.8,0,4
U02669,US,Web,Organic,23,24.7,0,2
U02670,US,iOS,Organic,8,14.5,0,2
U02671,AU,Android,Paid Search,17,36.4,1,5
U02672,UK,iOS,Paid Social,1,9.2,0,1
U02673,UK,iOS,Paid Social,12,38.1,1,4
U02674,AU,iOS,Paid Search,4,14.4,1,0
U02675,IN,iOS,Paid Social,12,18.8,13,14
U02676,AU,Web,Paid Social,9,5.3,0,0
U02677,UK,Android,Paid Social,8,12.7,1,1
U02678,US,Web,Paid Social,3,12.0,1,4
U02679,AU,Web,Paid Social,6,10.5,0,1
U02680,CA,Web,Referral,7,13.2,0,1
U02681,US,Web,Organic,10,14.1,0,5
U02682,IN,Web,Referral,11,19.5,9,12
U02683,US,Android,Paid Social,7,8.1,2,2
U02684,IN,Web,Organic,5,6.7,0,1
U02685,US,Web,Organic,5,17.9,0,1
U02686,UK,Web,Organic,5,14.2,1,2
U02687,IN,iOS,Organic,3,13.7,1,0
U02688,IN,Web,Paid Search,3,8.9,1,3
U02689,AU,Android,Organic,8,5.4,1,1
U02690,US,Android,Paid Search,4,10.6,0,0
U02691,IN,Android,Paid Search,6,11.2,1,1
U02692,IN,iOS,Organic,18,39.3,1,6
U02693,US,Android,Paid Social,7,7.6,2,1
U02694,US,iOS,Paid Social,9,12.3,0,1
U02695,CA,Android,Organic,13,9.9,14,15
U02696,AU,iOS,Organic,6,16.8,2,0
U02697,IN,Android,Paid Search,19,24.2,1,3
U02698,US,Web,Referral,3,8.7,2,0
U02699,IN,Android,Paid Search,23,42.7,1,9
U02700,CA,Android,Paid Social,13,28.9,2,5
U02701,CA,Android,Referral,5,4.4,1,1
U02702,IN,Web,Referral,15,21.8,15,8
U02703,AU,iOS,Referral,1,13.8,1,2
U02704,UK,iOS,Paid Search,5,10.1,1,1
U02705,IN,Web,Paid Search,16,19.3,0,5
U02706,CA,Web,Organic,9,21.4,14,7
U02707,AU,iOS,Paid Search,6,16.5,0,1
U02708,US,iOS,Paid Search,9,9.1,2,2
U02709,AU,iOS,Referral,6,16.5,0,2
U02710,AU,iOS,Referral,6,13.8,2,0
U02711,IN,iOS,Paid Search,25,43.8,0,5
U02712,AU,Web,Paid Social,5,8.2,1,0
U02713,US,iOS,Referral,8,13.2,1,0
U02714,IN,iOS,Organic,4,8.6,2,1
U02715,CA,Android,Paid Social,7,11.4,0,0
U02716,US,Web,Referral,1,13.1,2,1
U02717,IN,Web,Organic,30,40.1,1,6
U02718,IN,iOS,Referral,12,29.3,11,13
U02719,UK,Android,Organic,5,23.6,9,8
U02720,US,Android,Referral,10,17.0,1,1
U02721,AU,iOS,Referral,14,14.4,8,7
U02722,US,Android,Paid Search,22,35.3,1,2
U02723,US,iOS,Paid Social,28,40.0,2,3
U02724,UK,Web,Paid Social,3,7.2,2,2
U02725,AU,Android,Paid Search,3,14.4,1,1
U02726,UK,iOS,Referral,5,10.0,1,0
U02727,UK,iOS,Paid Social,6,12.6,2,0
U02728,UK,iOS,Organic,3,8.0,4,1
U02729,US,Web,Organic,4,20.3,1,2
U02730,UK,Android,Referral,9,21.7,1,3
U02731,CA,Web,Referral,19,48.7,3,9
U02732,AU,Web,Organic,7,12.7,2,0
U02733,AU,Android,Referral,9,4.3,0,1
U02734,UK,Web,Paid Search,19,21.3,14,10
U02735,US,iOS,Paid Social,17,24.8,13,13
U02736,IN,Android,Organic,20,35.8,1,6
U02737,IN,Web,Paid Search,12,24.7,14,5
U02738,US,Android,Organic,2,9.2,0,3
U02739,UK,Web,Organic,7,19.7,12,12
U02740,UK,iOS,Referral,7,12.5,1,2
U02741,CA,Web,Paid Social,6,9.9,1,0
U02742,IN,Android,Paid Search,6,18.1,3,0
U02743,IN,Web,Organic,3,16.8,1,1
U02744,AU,iOS,Organic,6,10.7,1,0
U02745,UK,iOS,Referral,29,37.4,1,7
U02746,US,iOS,Paid Search,18,23.1,4,12
U02747,UK,Web,Referral,12,47.6,2,4
U02748,UK,Android,Referral,7,9.0,1,3
U02749,CA,Web,Paid Search,14,24.1,14,6
U02750,US,Web,Paid Social,22,39.0,1,9
U02751,CA,Web,Referral,12,8.9,2,0
U02752,CA,Android,Organic,25,51.7,3,7
U02753,CA,iOS,Paid Social,2,15.7,1,0
U02754,CA,iOS,Organic,5,18.9,1,2
U02755,UK,iOS,Paid Social,10,11.8,9,11
U02756,AU,Android,Organic,5,10.0,0,3
U02757,UK,Web,Referral,9,12.0,1,1
U02758,CA,Web,Referral,13,17.4,13,7
U02759,CA,Web,Referral,19,21.0,2,7
U02760,AU,Android,Paid Search,6,13.5,0,0
U02761,IN,Web,Referral,9,16.9,0,0
U02762,US,Android,Paid Social,5,10.8,0,2
U02763,CA,iOS,Referral,25,35.7,2,2
U02764,CA,iOS,Paid Search,7,5.6,1,0
U02765,UK,Android,Organic,3,8.2,1,2
U02766,CA,iOS,Paid Search,16,17.6,17,12
U02767,CA,Android,Paid Social,2,7.0,2,1
